ANUAL,MES,NUMERO,VENDEDOR,DESCRIPCION,CODIGO,LINEA,SECCION,RUC_CLIENTE,NOMBRE_CLIENTE,BODEGA,ZONA,DOMICILIO,TELEFONO,MAIL,FECHADOCUMENTO,UNIDADES,VENTA
2023,Enero,11756,V.RAUL,BRACELET CHARM SILVER M,5300222,JEWERLY,PULSERA,3c41cd6a8abfcba5e45d2b71fd26c336994c8638fcd658d6957967e10a572dd3,bbebe7ac833a6dc7e84509d5cfd24126fa3eceb261d7d35a476d530a8db4e966,14,ZONA CENTRO,AMAZONIA CALLE 90 N457,46acdeac65238a605312a583bc1139bc34cd13b1fd47bdb141ce19e690736ea2,d81f8c2cbcfd48c42cfd4ff3e4c1b6547cbb888b44e28308d7dd8e6f9f2eb50c,2023-01-06,1,213.2582
2023,Enero,11602,V.FELIX,BRACELET CHARM SILVER M,5303863,JEWERLY,PULSERA,f56d429538322658f6b18d77aef216d854f8d7308842787a683ab47991cb9c43,6feec006d6aa4e7b7030bf1af745ef22be067600231a352cc54c4862db42fe8a,12,MALL ESTE,SUR CALLE 21 N963,07792008a0f8a4408d3cc7db2e02500d994aabb8ea95e8cd3df783555715d0ae,595f2e7db112d83200db3799694e92757712454032af72063b0dbd3a537e647a,2023-01-07,1,131.2019
2023,Enero,11448,V.PAULA,NECKLACE CHARM SILVER L,5107337,JEWERLY,COLLAR,348c52c283b936bb913c6b9c8566eb21e503ac9906f85469405274ad94ce9418,d7088241e4bc548ac3669f6f5258a25fd2ddc984c1f3d1fec40a65ea772fe0af,11,CENTRO COMERCIAL SUR,SUR CALLE 55 N216,0824b788af9e90218479a94b73231da9566ddc8dfc5c75def364e901f193b444,d10be3a42264d90840cd5839f8230040f31fa24ec2d8564f544207214f08ece6,2023-01-08,1,183.3226
2023,Enero,11675,V.VERA,BRACELET TENNIS CRYSTAL L,5305285,JEWERLY,PULSERA,16261f7f6a5ed117f2bdef902290a7f60cbe2fc7ac41429a1b537d52b32e7c63,6a866c02997a1369d4447f1aea6034405dac6da984c044d9490dfabd5b2a24aa,10,CENTRO COMERCIAL NORTE,SUR CALLE 18 N62,6ad798c216fc39f87278f8748f5f0e61cee80c3525fcf8347f6a269649ae034e,543428ba3f12de49b7191a2d15e873a8b5e73162121823e92039e8a4b45c9dfe,2023-01-09,1,303.4102
2023,Enero,11046,V.FELIX,PRODUCT INDETERMINADO CRYSTAL,5674029,JEWERLY,INDETERMINADO,d922717b0ef361fa0d52e824bf84bedc917d65cbbdbf8c2dd38ea85414fc7aa3,e82fd75d17bd0684bde438956449cb9f1c68b017df2fa08e7063df8e09107250,11,CENTRO COMERCIAL SUR,VALLES CALLE 66 N868,11887ae6f2842979aaa47b99b1d40cb4825fa73b21e041f017acbed279d58628,cf40b650644d6f9977affb883e67846fbef8ebebc5365802c9e03a4cb48fdf89,2023-01-09,1,96.392
2023,Enero,12868,V.SOFIA,NECKLACE CHARM SILVER L,5109226,JEWERLY,COLLAR,56665da716f5972b0ba2a718e92bf0cef6c80a9815c00c53c1325a20d87e273d,e1fc3693f5c4f6ec9ef25037a39cfd24b55b79b5ee0a6d0f5bcc44c256663189,11,CENTRO COMERCIAL SUR,SIERRA CALLE 48 N294,dc2e8d004ed000ad6557a2c4914cc3484b1c8b84c1155e5d52f44aeec2459c76,c656db4a61214f189442f542d3e06316f9058e8d8815287d2d0ea55a2d5e7793,2023-01-09,1,153.8197
2023,Enero,11709,V.CARLOS,RING CRYSTAL BAND M,5406542,JEWERLY,ANILLO,3a9ccded842cb4c7687575bb1da040291ec24ffd285c62dcb66a3973aba76091,22d50c15bc09895a2a92d1a4df015a4be3b1360bc3276ecb5a310183ee7fed29,11,CENTRO COMERCIAL SUR,SIERRA CALLE 29 N425,5d374584046172b992b4ea84e7adbdc28e3934832ef3f84a9fdc45ac1676e18c,df67ee0ec6d48243cf6557227a624d858752352c4bf6a57ccd88cb64da95c2ea,2023-01-09,1,90.6526
2023,Enero,12026,V.IVAN,NECKLACE CHARM SILVER L,5109302,JEWERLY,COLLAR,2aa3b3e28f0101b583e6b3d6f38add27b30f1f9d2678f496f1ccd803b064b0d6,bc8734f97b0800f4f9adba283afaca12b3b16c1b8aad5ee51ddd63b16a3eaa33,11,CENTRO COMERCIAL SUR,OCCIDENTE CALLE 88 N392,3af8fe08e09c0d664afd0927435ea66d9f009efc05fae0f8afa46aa608414ee2,d0ef304978205454e0055211173f27b436e3b25a19e88861b83448d6f0024cfe,2023-01-10,1,88.2886
2023,Enero,11315,V.RAUL,PRODUCT RELOJ Y SUS ACCESORIOS CRYSTAL,5634506,JEWERLY,RELOJ Y SUS ACCESORIOS,4b7f4875cfc012b0ab09cefcd38e32d3353d0e9eac061fd3a64f9ddb10abc006,52a41eb5411ad7213716bdcb1e756815b55bb142778238e4debaf2ac27f5c21e,11,CENTRO COMERCIAL SUR,SUR CALLE 13 N300,75d6db15d11eafde4bf819253a1b50699fc2f8b1938430a2a9a2902448e852e7,d5de611811797255aefd6def47f0a5b2e48072f756668844253faea192ecf314,2023-01-10,1,276.2983
2023,Enero,10634,V.DIANA,BRACELET CHARM SILVER M,5301689,JEWERLY,PULSERA,ebf2ffbf99125f22d46bb38f7a6cdbfcc793d9a197e8f58ae56c37736cd9aeaa,3c402eeb971f700899a8d6c4583c6224cedca38030b30e9e9941004d9ac16dcb,13,MALL OESTE,AMAZONIA CALLE 53 N594,5d3356752f6daa266f82836049ad407361e45ee4a1b9d8a5b19f6cfa44059e35,b00da3edfaff62cb3b2156c78b356f2e81a78e0d240b9b49d2a662f4bf0b480a,2023-01-11,1,154.9198
2023,Enero,11325,V.ANA,PEN BALLPOINT GOLD,5504287,JEWERLY,BOLIGRAFOS,660bc9bedabf4523f06e24de6ce3214fa0b31df9b3557870cbf4878ba72063bc,114f3518b4bdeddc7879b30a513d75f5db97a4267ec4f1a1f5229670c30efa59,10,CENTRO COMERCIAL NORTE,OCCIDENTE CALLE 20 N271,bbb75da646fb031d8e8e171f609e7bf68a880a1304d787f091e3939dcf8e0fc7,44ff37bcf5e526bd91b509a5207977be702bd7dccdb7d38e9ec222e98b0985a4,2023-01-11,1,65.0084
2023,Enero,10362,V.HUGO,BRACELET TENNIS CRYSTAL L,5307233,JEWERLY,PULSERA,3cd58ac6fe1b505aaa280c114c68318fc4950db2f0cb8b2575859e87fd9fd7b7,7e81a28d0d080445d3052d79ea6bfa85831318b07af73b549fb10bd6bf33b3a9,12,MALL ESTE,NORTE CALLE 3 N823,2ff99831a63a32c0d934ada02b65c3e3d835cbed23ee6cf55306a59da17e96da,5fd361342213846a9456158413c131c6b2853740fae43c01c00a8cd90d47654d,2023-01-11,1,90.0
2023,Enero,12429,V.JORGE,BRACELET CHARM SILVER M,5305907,JEWERLY,PULSERA,58442a64db623c21cd5ae69cba7c1dbd43671876c14bef46e4e1e453d3d1845b,a5ca4fa4a6121aefcd5bed4833e77d8bf87dce10fd738e29d80f1ded2993f35d,11,CENTRO COMERCIAL SUR,INSULAR CALLE 9 N348,1b2122c27fd69335f04d1ec1ce8777b7c4d58ff275ec5e1042301207cc145bbc,f3eee4b22ab0463b77702999b6c0badc7f9dba0f85e775e8a196afdc3695b304,2023-01-11,1,109.9902
2023,Enero,12985,V.RAUL,PE STUDS ROSE CRYSTAL,5206551,JEWERLY,ARETES,3885f954be8f017b6708923bab7948baa993268d65d8be4d2d713698ebb2eac4,e0fb0f0b2117cb1d1366ae7db9bdec8813a9a0247a4eabecb6070cb7d79a9a79,10,CENTRO COMERCIAL NORTE,SIERRA CALLE 77 N303,01053e470d543cad7610f13fc3a84a17fddee11c164d4296e2afdf62a88a39f5,d674d9184a906ca17944261c77dc40b3009da8d04c34550a0d3d47bd69bf5154,2023-01-12,1,122.0833
2023,Enero,12376,V.ANA,PRODUCT HOME CRYSTAL,5660503,JEWERLY,HOME,3a083217fe17d64973ed491f1a22d5f1940492b2fde23537b99768ae4c0381b7,60c65e349e99c8052fe22c452533614bd6ac634f23643299637da0c95219b1ee,10,CENTRO COMERCIAL NORTE,SIERRA CALLE 70 N330,50b28d07181e03c9dd163b85f56c127b5b7295ae7d879d25637cddcfa0fd8913,8c71ec439c4c982afd1194d9b18528e0cf028680e6c157c8af7a8a71223cc9f4,2023-01-12,1,67.5109
2023,Enero,11647,V.VERA,NECKLACE CRYSTAL CLEAR M,5103365,JEWERLY,COLLAR,c229f3a512f4e404448712748a4d4cd8cbcc6035aee483baa1712accb96b4a9e,3f87cd8115f2aed52dc328d2355b7fa9c210f7584ce566048f4c3ae904bdbdf6,12,MALL ESTE,INSULAR CALLE 74 N887,62b2dd508521758a1644e382363e078ea24faf989e522f35c1ca76b15e094105,97d3d60705d046ef8d059b8422fa46a5603b6285e59529ce7d52fca535bc152f,2023-01-13,1,98.4156
2023,Enero,10116,V.JORGE,BRACELET TENNIS CRYSTAL L,5303919,JEWERLY,PULSERA,cc49474f292fa712f1985856c6c658308aebe0ceedf17ba80b4ffa0215c8a4f6,90c37786143c3b26a3b278a8ac08ba258cd7b4a8929b0dc2484844ad6480fb8d,11,CENTRO COMERCIAL SUR,INSULAR CALLE 49 N668,734be31ff99a598ac061cbead27f8dd01304c1d91a135473c00ffb5987e89eaa,3b92cbcf19f715709f3dd1e624a4508d38d03dc3b5f77102c3c3d41caa640849,2023-01-13,1,151.1103
2023,Enero,12909,V.ANA,PRODUCT FAMILIA 70-80 CRYSTAL,5635816,JEWERLY,FAMILIA 70-80,b50bacd017cf5d3c71f020485fb312cf03c125b0c75f5c25317083125e6be458,43d08250713a473ab1b0faf0531e5fabc3e35eeb1120247a40e0778982d21336,10,CENTRO COMERCIAL NORTE,SIERRA CALLE 63 N660,f0196ef78c11eda6c55a06cbb864a56ebc649e648b522eaf135495ef66f44580,f8114ae5ae82fb1c82a693d5144c6411e9372b47aefb17da099d8488a10c4cea,2023-01-13,1,104.3551
2023,Enero,10849,V.CARMEN,BRACELET CHARM SILVER M,5306062,JEWERLY,PULSERA,b975d6a8d7dec081aec57d47b2b39d7f697489282add2679dc7d13103d8e9045,71ffbb7f9625e0cf090578515f645e35cd9d8e398f00d686c8c4bfbf312e0ed8,11,CENTRO COMERCIAL SUR,SUR CALLE 14 N459,fff7b1587d5b29a0092781cbf58c6f9d5d2862d86e432831411457d1a3bed425,6e187da73204510cae80bcccbc6affd707afcffa88c329637bfa56cce4cf5af6,2023-01-13,1,194.9584
2023,Enero,12258,V.CARMEN,NECKLACE CHARM SILVER L,5108160,JEWERLY,COLLAR,712cf73f649fc1722c4f63fce1545aca354184a244596267fac33358ed6d382e,61bb299fd573dbd9c3e8598176b5a98fbff9a078d128b123a8d830ebbaa4d057,13,MALL OESTE,NORTE CALLE 23 N408,be391515849a34b606a4d61d4abb1d37721ac37c96c07846eb58fc7e4743ea9c,2c63575cf3c922d5d73ba230eb543c2d3a849dc0a32ef162c1ecfa04cc9a6d02,2023-01-13,1,193.7636
2023,Enero,10288,V.LUCIA,PEN BALLPOINT GOLD,5502808,JEWERLY,BOLIGRAFOS,f7fcb4b0e700a3caee56aff986f40bbc3ec05877a9321c9529dae95ddee28fa2,79f1310d27c2301bf20cf7252c23aaac6769d7c45f071923adc1a009cb60648a,10,CENTRO COMERCIAL NORTE,INSULAR CALLE 97 N977,3e8f574d1c8d1ff3808fec8d423d8521b735b2df0c17939900a89f4db2e8f836,3427657583db82a7b56c95c207c33b024cda7a5b88102a2f35980a971f1ad902,2023-01-13,1,91.6798
2023,Enero,10292,V.ROSA,RING CRYSTAL BAND M,5406699,JEWERLY,ANILLO,5e46ea9953692153477029c1bcb2224d394b1c999978c4cc3d8036eb94e37f64,9690caaabe3f4b34e291835e6db199042a3daf1093ac844f31d94951e2a76b94,10,CENTRO COMERCIAL NORTE,INSULAR CALLE 53 N761,2be5122c3014c32fac711e32eff951a8753b016f1e905471e61f798eeb3ff232,e539e5c407cdd2a08f3aaebec1e820bb6b29a0ba20315b06ea9549bb58fc8130,2023-01-13,1,75.0
2023,Enero,10147,V.ELENA,RING CHARM GOLD S,5402036,JEWERLY,ANILLO,606a59145383c2076ca24f7dd070b2e8cc041d63863e345ceeb9a55210b569bc,510770fbc36fe94b703d695c10c2990d847ae72a2823700b2323e65f975a0489,13,MALL OESTE,NORTE CALLE 62 N251,99d153de601171404eb0ec2b2d05be341a34614542a056dbd952df9b0a11b1d2,f9eb5a44a282e33532bddb412bb907978d3aa4fa6222f8603bf7de8c9d57f1dd,2023-01-13,1,164.8258
2023,Enero,12588,V.ANA,NECKLACE CHARM SILVER L,5105950,JEWERLY,COLLAR,693eac93061d237b797709f53f5898e514f5d36b71f59304dd38879df5709e4b,54ead272f9628a68ddfafa03747db1d362ddc1136b9136aba9959e5cab411e1b,14,ZONA CENTRO,CENTRO CALLE 33 N861,f49318254e42f0d59c06a548b24c0e3299f3f8bf7fc67a604401fb951759fbc5,28e6b2ac382045749cddcc948ad04fe2b33497f6e549776a350232933ea8d9f4,2023-01-14,1,150.2813
2023,Enero,10156,V.ALBA,PENDANT SWAN ROSE GOLD,5104931,JEWERLY,COLLAR,dd40b8b0e6fa41bf461b4096c224599c86caa65b874f699f787fd7674dc97b41,84a1bf71b772b97cf4f58de876fff4910ad72a91ad9b2834119717066922cb90,13,MALL OESTE,INSULAR CALLE 74 N440,7a26f4d050715df8ff4b0d9fadb0d5b0277f780fd22c2cea2969cc2d72804f2a,5559c673e3c8e9a678236a465d889c5d5594ce98fad48cc0876bc94cbb6f5fa0,2023-01-14,1,131.3767
2023,Enero,12715,V.FELIX,EARRINGS STUD CRYSTAL S,5208809,JEWERLY,ARETES,148a5db9b67e8446469c9777c5a7cacf155d7840364f9dc0bb5d2eff08a1e8de,b1cdbc38213e82600b383283629de1297ff8df068dbfc3eff582a49c34f51f17,12,MALL ESTE,COSTA CALLE 10 N850,49c30871e3bf80339aaba682e4da02e235b06a54f3575e3a8711fdf03d18a8f3,fb77741671c2b2f7e9bb79191c24f6e75e4cef312b7d052a862474098adeb353,2023-01-15,1,176.1646
2023,Enero,11320,V.PAULA,PEN LUXURY CLEAR,5507352,JEWERLY,BOLIGRAFOS,60446ac6f655fddda1bab58ab187d04edf8cb53656a432c53e4f0c63c4c04e1d,a0c7562d70e0ddace8824e4c73870c9278737c80dbdb98f7c0e11061847e4d61,10,CENTRO COMERCIAL NORTE,COSTA CALLE 42 N521,efc33d27bc40cc2acd568d4c41ced05d33a2e7179f068e8f9075a5a95def45a1,fad1569439c4abc053173b9bfd83754171d2445b4c6db7067bd2bff58b39592a,2023-01-15,1,116.8616
2023,Enero,12076,V.ELENA,RING CHARM GOLD S,5406182,JEWERLY,ANILLO,23d7fbe0e6b8ed4aac3b5e58ef512f9d061f70ec0635b6d7be5c3cab1f00501f,00f2eb73c18faeb85f5d288c356562cc817f5ed2aba2dfe60bab8be74a0ec738,11,CENTRO COMERCIAL SUR,CENTRO CALLE 44 N394,45e31d89b7b02426f6a556cd8e16527bfbb884a0d3af7e18bf549bdb96c375f0,a0fc98a1ea9065267f88730a9abe042553cfc0fdc07b8e0989b18ef570009a0b,2023-01-15,1,177.4727
2023,Enero,12675,V.ALBA,RING CHARM GOLD S,5402631,JEWERLY,ANILLO,6ab70b283aa057d4bfa82b4f03c6e9bc363745058576beb6ef43f53a6ed60116,462b84ba7f1b325a4afe787fc8f9c1abdafb550a7a9f46a7c3d464ae47cedc59,12,MALL ESTE,SUR CALLE 21 N827,f25f8d2518bc66c30c6ae42f723cf7df2afba3b3424ee9c1c6f4822db6f96df2,cdd539c7c031bcc12db0782761feed7a8c6e7b615138b272272b74b239aff848,2023-01-15,1,151.3513
2023,Enero,10013,V.JORGE,BANGLE ROSE GOLD S,5308819,JEWERLY,PULSERA,8955214bd014357df82ef5f51616991bc7da6cccad3309721bdd4b61fabc3686,1e4dba051dac03bf9547373e5adc4c1d6f4bd2c8b4b65d9a7ff4169054250c78,13,MALL OESTE,SUR CALLE 97 N767,b678689d108dbffa51726dc38b2b9cb113d8fe3e079110820fb96a05f9b4e1be,deea8c0218567119807333a6e77535287eb83da8cfa7b7b275239fd5ede7922d,2023-01-16,1,200.957
2023,Enero,10503,V.SOFIA,BANGLE ROSE GOLD S,5307565,JEWERLY,PULSERA,f8a04789eb5c51cc6a2ecae1b9347bb8e191c2608f185e1a8e78c6c19e462015,82935ffe06b990596912995bc577131bc65b68044d0cee6536356e5c6bbd8eb7,10,CENTRO COMERCIAL NORTE,OCCIDENTE CALLE 21 N360,4fad7a3573024f0e6804aecdd4b44d4de8edd71b503301d690be24a3039202a9,fda215b21f89eb6430bff659a9e3cbdff09281bd1bcffbc09fe8354aaa4f77f5,2023-01-17,1,157.7765
2023,Enero,10683,V.VERA,PENDANT SWAN ROSE GOLD,5105946,JEWERLY,COLLAR,3c2d43135f11c22fbe0c5281052d9a741ec48d6317cfcb4907de2dc34d9ebcec,6890e24067db11662365cb234b016dbd7c96bdfa62122923124210e0eeb9a30d,13,MALL OESTE,OCCIDENTE CALLE 87 N273,9e8838f8f66610a12701159eff23f1704374abed82292bd722d5e3e864201da4,27c73f1c4253ef146dcfe90e19d19804b0fc414fa97878e2214fd32e1f58f04b,2023-01-17,1,148.8063
2023,Enero,10859,V.RAUL,BANGLE ROSE GOLD S,5304607,JEWERLY,PULSERA,be232e9300531d86418b8084823c26c82c62275f173d52ba03c8e21ecea4b78d,ecdb7b2ce2d6c27888b2f56f25462287a8f164d53798c5184c3d3a58919f2f09,10,CENTRO COMERCIAL NORTE,AMAZONIA CALLE 24 N30,33a2a256742343e2350cdb8f2f18d29f2dae1ba230bfd6d2cdad163ba0054a86,dac986154510b40c197e06d5639e4d8c2808366d27249894296bc9c947bba41d,2023-01-17,1,158.5808
2023,Enero,11963,V.RAUL,RING CRYSTAL BAND M,5401546,JEWERLY,ANILLO,451b4ed3443021a3728331ce4c9581cb3ec6ee7931bbf1a6908ebfec9e396216,18676d91ff07576d444147ae8dfce7d3839bb16202701e8b4c787f14976c9326,13,MALL OESTE,VALLES CALLE 3 N441,2e4fcd459eb30cc066f81960393b4841e35fc47a4082cd55312f6461d3de6692,f15c22c31ef57241075c3a3726e398c6f6e77f17cf900dc2eb378a2f26b0cc43,2023-01-18,1,183.5376
